date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:58:39	6019/6019	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d41d8cd98f00b204e9800998ecf8427e%22	https://cdn.usefathom.com/script.js	C:/My%20Web%20Sites/internetodontologi/cdn.usefathom.com/script.js	(from https://www.internetodontologi.se/)
13:58:39	10150/10150	---M--	200	added ('OK')	image/webp	etag:W/%2227a6-18c3a16bcc4%22	https://www.internetodontologi.se/content/images/2023/12/IO-logo-slogan-vit-webp.webp	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/content/images/2023/12/IO-logo-slogan-vit-webp.webp	(from https://www.internetodontologi.se/)
13:58:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:38%20GMT	https://www.internetodontologi.se/signin	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/signin	(from https://www.internetodontologi.se/)
13:58:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:38%20GMT	https://www.internetodontologi.se/signup	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/signup	(from https://www.internetodontologi.se/)
13:58:40	9150/9150	---M--	200	added ('OK')	image/jpeg	etag:W/%2223be-18ab91b4352%22	https://www.internetodontologi.se/content/images/size/w2000/2023/09/Banner2.jpg	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/content/images/size/w2000/2023/09/Banner2.jpg	(from https://www.internetodontologi.se/)
13:58:40	22510/22510	---M-Z	200	added ('OK')	text/html	etag:W/%2257ee-BJw4J8T7ED3rtbMPelnuyaUW2rE%22	https://www.internetodontologi.se/about/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/about/index.html	(from https://www.internetodontologi.se/)
13:58:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:39%20GMT	https://www.internetodontologi.se/faktablad	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/faktablad	(from https://www.internetodontologi.se/)
13:58:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:39%20GMT	https://www.internetodontologi.se/bettfysiologi	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/bettfysiologi	(from https://www.internetodontologi.se/)
13:58:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:39%20GMT	https://www.internetodontologi.se/cariologi	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/cariologi	(from https://www.internetodontologi.se/)
13:58:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:40%20GMT	https://www.internetodontologi.se/endodonti	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/endodonti	(from https://www.internetodontologi.se/)
13:58:41	14395/14395	---M-Z	200	added ('OK')	text/html	etag:W/%22383b-jK69sJKrMKXQBmZkoCswI7/CFf8%22	https://www.internetodontologi.se/prenumeration/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/prenumeration/index.html	(from https://www.internetodontologi.se/)
13:58:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:40%20GMT	https://www.internetodontologi.se/kakkirurgi	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/kakkirurgi	(from https://www.internetodontologi.se/)
13:58:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:40%20GMT	https://www.internetodontologi.se/orofacial-medicin	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/orofacial-medicin	(from https://www.internetodontologi.se/)
13:58:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:40%20GMT	https://www.internetodontologi.se/ortodonti	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/ortodonti	(from https://www.internetodontologi.se/)
13:58:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:41%20GMT	https://www.internetodontologi.se/parodontologi	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/parodontologi	(from https://www.internetodontologi.se/)
13:58:42	37196/37196	---M-Z	200	added ('OK')	text/html	etag:W/%22914c-XEcC0GmVUzP3bH352RLBsNTDTUI%22	https://www.internetodontologi.se/faktablad/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/faktablad/index.html	(from https://www.internetodontologi.se/)
13:58:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:41%20GMT	https://www.internetodontologi.se/pedodonti	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/pedodonti	(from https://www.internetodontologi.se/)
13:58:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:41%20GMT	https://www.internetodontologi.se/protetik	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/protetik	(from https://www.internetodontologi.se/)
13:58:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:42%20GMT	https://www.internetodontologi.se/radiologi	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/radiologi	(from https://www.internetodontologi.se/)
13:58:43	30744/30744	---M-Z	200	added ('OK')	text/html	etag:W/%227818-qtK23lS6Rk4YjUsOi8YrGoXEVIQ%22	https://www.internetodontologi.se/vetenskapligt-rad/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/vetenskapligt-rad/index.html	(from https://www.internetodontologi.se/)
13:58:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:42%20GMT	https://www.internetodontologi.se/ovrigt	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/ovrigt	(from https://www.internetodontologi.se/)
13:58:43	48921/48921	---M-Z	200	added ('OK')	text/html	etag:W/%22bf19-2o5XHOaYverpsCDkq+F0Ct6ZxZ8%22	https://www.internetodontologi.se/forfattare/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/forfattare/index.html	(from https://www.internetodontologi.se/)
13:58:43	17010/17010	---M-Z	200	added ('OK')	text/html	etag:W/%224272-YcqSKYzyuOKHFyJn02Vsa4OMUa0%22	https://www.internetodontologi.se/signin/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/signin/index.html	(from https://www.internetodontologi.se/)
13:58:43	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js	C:/My%20Web%20Sites/internetodontologi/code.jquery.com/jquery-3.5.1.min.js	(from https://www.internetodontologi.se/)
13:58:44	547/547	---M--	200	added ('OK')	image/png	etag:W/%22223-190740e7987%22	https://www.internetodontologi.se/assets/images/default-skin.png	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/assets/images/default-skin.png	(from https://www.internetodontologi.se/assets/built/screen.css?v=460d6bcda5)
13:58:44	13136/13136	---M-Z	200	added ('OK')	text/html	etag:W/%223350-MW4Unrahe3geFN4YB++HfEZv7Ao%22	https://www.internetodontologi.se/signup/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/signup/index.html	(from https://www.internetodontologi.se/)
13:58:44	1554/1554	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22612-1902575edcf%22	https://www.internetodontologi.se/assets/images/default-skin.svg	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/assets/images/default-skin.svg	(from https://www.internetodontologi.se/assets/built/screen.css?v=460d6bcda5)
13:58:44	866/866	---M--	200	added ('OK')	image/gif	etag:W/%22362-1902575edca%22	https://www.internetodontologi.se/assets/images/preloader.gif	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/assets/images/preloader.gif	(from https://www.internetodontologi.se/assets/built/screen.css?v=460d6bcda5)
13:58:45	39854/39854	---M-Z	200	added ('OK')	text/html	etag:W/%229bae-+dSUV4itGhUMXAxrr3EsQIZAShg%22	https://www.internetodontologi.se/cariologi/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/cariologi/index.html	(from https://www.internetodontologi.se/)
13:58:45	40269/40269	---M-Z	200	added ('OK')	text/html	etag:W/%229d4d-SfjlpuTN41P6JuNXFEtRr+VAFM4%22	https://www.internetodontologi.se/bettfysiologi/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/bettfysiologi/index.html	(from https://www.internetodontologi.se/)
13:58:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:44%20GMT	https://www.internetodontologi.se/faktablad	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/faktablad	(from https://www.internetodontologi.se/page/2/)
13:58:46	40952/40952	---M-Z	200	added ('OK')	text/html	etag:W/%229ff8-OnkyqOCRE5T4gT5dhZUKRPgBLOk%22	https://www.internetodontologi.se/orofacial-medicin/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/orofacial-medicin/index.html	(from https://www.internetodontologi.se/)
13:58:46	39137/39137	---M-Z	200	added ('OK')	text/html	etag:W/%2298e1-qSS/aXIEAtwPowkFydqukGxiXpA%22	https://www.internetodontologi.se/kakkirurgi/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/kakkirurgi/index.html	(from https://www.internetodontologi.se/)
13:58:46	39390/39390	---M-Z	200	added ('OK')	text/html	etag:W/%2299de-QaktpTzRL5RFa2g6gtMEvLcj/k4%22	https://www.internetodontologi.se/endodonti/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/endodonti/index.html	(from https://www.internetodontologi.se/)
13:58:46	40423/40423	---M-Z	200	added ('OK')	text/html	etag:W/%229de7-6ADjrfHiZYEHTfF6BHkCnYjFZXk%22	https://www.internetodontologi.se/parodontologi/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/parodontologi/index.html	(from https://www.internetodontologi.se/)
13:58:46	38776/38776	---M-Z	200	added ('OK')	text/html	etag:W/%229778-0AtcGePUxkCWgzAWfydsofKAWPw%22	https://www.internetodontologi.se/ortodonti/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/ortodonti/index.html	(from https://www.internetodontologi.se/)
13:58:47	39014/39014	---M-Z	200	added ('OK')	text/html	etag:W/%229866-+YN9sG82FdmL2AfynU4NDevA2Ek%22	https://www.internetodontologi.se/protetik/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/protetik/index.html	(from https://www.internetodontologi.se/)
13:58:47	33322/33322	---M-Z	200	added ('OK')	text/html	etag:W/%22822a-6m+A3F2ri55I1tdbRXfEyiv6z+k%22	https://www.internetodontologi.se/radiologi/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/radiologi/index.html	(from https://www.internetodontologi.se/)
13:58:48	40169/40169	---M-Z	200	added ('OK')	text/html	etag:W/%229ce9-K61TVNbkYNvcGYZNdUMy9wOzRmM%22	https://www.internetodontologi.se/pedodonti/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/pedodonti/index.html	(from https://www.internetodontologi.se/)
13:58:48	32181/32181	---M-Z	200	added ('OK')	text/html	etag:W/%227db5-KFZPOqnl3JsBHrUHhoYav+jrFF4%22	https://www.internetodontologi.se/ovrigt/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/ovrigt/index.html	(from https://www.internetodontologi.se/)
13:58:48	59980/59980	---M-Z	200	added ('OK')	text/html	etag:W/%22ea4c-3tqzLuqTR2uQglwlc8+UQeUEpHo%22	https://www.internetodontologi.se/cariologi/primar-kariesprevention-tidigt-i-livet-bevara-det-friska-friskt/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/cariologi/primar-kariesprevention-tidigt-i-livet-bevara-det-friska-friskt/index.html	(from https://www.internetodontologi.se/)
13:58:48	45103/45103	---M-Z	200	added ('OK')	text/html	etag:W/%22b02f-PW9P1gRMTtfJvW+FF3lCreOE+0Y%22	https://www.internetodontologi.se/kakkirurgi/visdomstand-retinerad/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/kakkirurgi/visdomstand-retinerad/index.html	(from https://www.internetodontologi.se/)
13:58:48	46982/46982	---M-Z	200	added ('OK')	text/html	etag:W/%22b786-1P/i8rtEOkedNARpwRCWVS2H0HU%22	https://www.internetodontologi.se/parodontologi/gingivit/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/parodontologi/gingivit/index.html	(from https://www.internetodontologi.se/)
13:58:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:47%20GMT	https://www.internetodontologi.se/integritetspolicy	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/integritetspolicy	(from https://www.internetodontologi.se/prenumeration/)
13:58:48	39801/39801	---M-Z	200	added ('OK')	text/html	etag:W/%229b79-jic4d8Li0qkhKrO1yIC1g0vW2JQ%22	https://www.internetodontologi.se/ortodonti/tandlucka-i-sidosegment-platsberedning/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/ortodonti/tandlucka-i-sidosegment-platsberedning/index.html	(from https://www.internetodontologi.se/)
13:58:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:47%20GMT	https://www.internetodontologi.se/allmanna-villkor	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/allmanna-villkor	(from https://www.internetodontologi.se/prenumeration/)
13:58:48	41602/41602	---M-Z	200	added ('OK')	text/html	etag:W/%22a282-DpzyYmIb7XgVP7TAoVl24SMSPmE%22	https://www.internetodontologi.se/ortodonti/infraocklusion-av-primara-molarer/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/ortodonti/infraocklusion-av-primara-molarer/index.html	(from https://www.internetodontologi.se/)
13:58:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Jul%202024%2011:58:47%20GMT	https://www.internetodontologi.se/faktablad	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/faktablad	(from https://www.internetodontologi.se/faktablad/)
13:58:49	49030/49030	---M-Z	200	added ('OK')	text/html	etag:W/%22bf86-utFM9Nsoz09u5qyKDpbrnUDS5wc%22	https://www.internetodontologi.se/orofacial-medicin/orala-svampinfektioner/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/orofacial-medicin/orala-svampinfektioner/index.html	(from https://www.internetodontologi.se/)
13:58:49	52429/52429	---M-Z	200	added ('OK')	text/html	etag:W/%22cccd-XobGAZIWC9DcWSYsNKnJfRoZQZc%22	https://www.internetodontologi.se/ovrigt/kunskapsstyrning-i-tandvarden/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/ovrigt/kunskapsstyrning-i-tandvarden/index.html	(from https://www.internetodontologi.se/)
13:58:49	176300/176300	---M--	200	added ('OK')	image/png	etag:W/%222b0ac-18d46068550%22	https://www.internetodontologi.se/content/images/2024/01/Vegard-Garsj--f-rg-1.png	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/content/images/2024/01/Vegard-Garsj--f-rg-1.png	(from https://www.internetodontologi.se/vetenskapligt-rad/)
13:58:49	55885/55885	---M-Z	200	added ('OK')	text/html	etag:W/%22da4d-rbv2fdjzlpRTLwSR8oAOp4PAFjI%22	https://www.internetodontologi.se/ortodonti/obstruktiv-somnapne/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/ortodonti/obstruktiv-somnapne/index.html	(from https://www.internetodontologi.se/)
13:58:49	246174/246174	---M--	200	added ('OK')	image/png	etag:W/%223c19e-18d4606bb5c%22	https://www.internetodontologi.se/content/images/2024/01/Annika-Bj-rkner-1.png	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/content/images/2024/01/Annika-Bj-rkner-1.png	(from https://www.internetodontologi.se/vetenskapligt-rad/)
13:58:50	5810656/5810656	---M--	200	added ('OK')	image/png	etag:W/%2258a9e0-18d4606f8e9%22	https://www.internetodontologi.se/content/images/2024/01/christina_stecksen_blicks-1.png	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/content/images/2024/01/christina_stecksen_blicks-1.png	(from https://www.internetodontologi.se/vetenskapligt-rad/)
13:58:50	42231/42231	---M-Z	200	added ('OK')	text/html	etag:W/%22a4f7-DXRf6+Dpww3YKDGmaQ7QmgHb+7w%22	https://www.internetodontologi.se/ortodonti/white-spot-lesions-efter-fast-tandstallning/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/ortodonti/white-spot-lesions-efter-fast-tandstallning/index.html	(from https://www.internetodontologi.se/)
13:58:50	525992/525992	---M--	200	added ('OK')	image/png	etag:W/%22806a8-18d46073664%22	https://www.internetodontologi.se/content/images/2024/01/Erik-Lindfors-1.png	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/content/images/2024/01/Erik-Lindfors-1.png	(from https://www.internetodontologi.se/vetenskapligt-rad/)
13:58:51	508266/508266	---M--	200	added ('OK')	image/png	etag:W/%227c16a-18d4607c450%22	https://www.internetodontologi.se/content/images/2024/01/Peter-Lingstr-m-1.png	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/content/images/2024/01/Peter-Lingstr-m-1.png	(from https://www.internetodontologi.se/vetenskapligt-rad/)
13:58:51	129430/129430	---M--	200	added ('OK')	image/png	etag:W/%221f996-18d460391a7%22	https://www.internetodontologi.se/content/images/2024/01/robert-heyman.png	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/content/images/2024/01/robert-heyman.png	(from https://www.internetodontologi.se/vetenskapligt-rad/)
13:58:51	9917974/9917974	---M--	200	added ('OK')	image/png	etag:W/%22975616-18d46079ef8%22	https://www.internetodontologi.se/content/images/2024/01/Krister-Bjerklin-1.png	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/content/images/2024/01/Krister-Bjerklin-1.png	(from https://www.internetodontologi.se/vetenskapligt-rad/)
13:58:51	61384/61384	---M-Z	200	added ('OK')	text/html	etag:W/%22efc8-8DNUHgKBY4ET4vqsMApQLh6R0+4%22	https://www.internetodontologi.se/bettfysiologi/farmakologisk-behandling-av-smartsam-kakfunktionsstorning/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/bettfysiologi/farmakologisk-behandling-av-smartsam-kakfunktionsstorning/index.html	(from https://www.internetodontologi.se/)
13:58:51	726233/726233	---M--	200	added ('OK')	image/png	etag:W/%22b14d9-18d4607fbef%22	https://www.internetodontologi.se/content/images/2024/01/Victoria-Stenport-4.png	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/content/images/2024/01/Victoria-Stenport-4.png	(from https://www.internetodontologi.se/vetenskapligt-rad/)
13:58:52	48457/48457	---M-Z	200	added ('OK')	text/html	etag:W/%22bd49-rq6Cv0dGJvLIZFpZHYa3O6hPhPI%22	https://www.internetodontologi.se/orofacial-medicin/terapiplanering-och-vardambitionsniva-inom-aldretandvard/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/orofacial-medicin/terapiplanering-och-vardambitionsniva-inom-aldretandvard/index.html	(from https://www.internetodontologi.se/)
13:58:52	54689/54689	---M-Z	200	added ('OK')	text/html	etag:W/%22d5a1-NR1s/tZC4RCdYAI14PzZLPqa3Vk%22	https://www.internetodontologi.se/ovrigt/horselskador-och-buller-inom-tandvard/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/ovrigt/horselskador-och-buller-inom-tandvard/index.html	(from https://www.internetodontologi.se/)
13:58:53	48589/48589	---M-Z	200	added ('OK')	text/html	etag:W/%22bdcd-caJbXVis3j3gOagKOCHnuZQO8wM%22	https://www.internetodontologi.se/orofacial-medicin/palliativ-munvard-i-livets-slutskede/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/orofacial-medicin/palliativ-munvard-i-livets-slutskede/index.html	(from https://www.internetodontologi.se/)
13:58:53	49069/49069	---M-Z	200	added ('OK')	text/html	etag:W/%22bfad-Lu2UXSy+W7TdMoq1HC5mRis7iTo%22	https://www.internetodontologi.se/ortodonti/snarkning/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/ortodonti/snarkning/index.html	(from https://www.internetodontologi.se/)
13:58:54	41452/41452	---M-Z	200	added ('OK')	text/html	etag:W/%22a1ec-7BnAyB2Ukt04T3QATCFYgtYGhzw%22	https://www.internetodontologi.se/ortodonti/djupbett/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/ortodonti/djupbett/index.html	(from https://www.internetodontologi.se/)
13:58:54	37937/37937	---M-Z	200	added ('OK')	text/html	etag:W/%229431-L7hF3QZIdCFzETSf4ekuJCI6TbI%22	https://www.internetodontologi.se/page/3/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/page/3/index.html	(from https://www.internetodontologi.se/page/2/)
13:58:54	6397112/6397112	---M--	200	added ('OK')	image/png	etag:W/%22619cb8-18d4602223a%22	https://www.internetodontologi.se/content/images/2024/01/Aleksandar-Milosavljevic.png	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/content/images/2024/01/Aleksandar-Milosavljevic.png	(from https://www.internetodontologi.se/vetenskapligt-rad/)
13:58:54	3495751/3495751	---M--	200	added ('OK')	image/png	etag:W/%22355747-18d4602be01%22	https://www.internetodontologi.se/content/images/2024/01/Kristina-Hell-n-Halme.png	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/content/images/2024/01/Kristina-Hell-n-Halme.png	(from https://www.internetodontologi.se/vetenskapligt-rad/)
13:58:54	38625/38625	---M-Z	200	added ('OK')	text/html	etag:W/%2296e1-6vHPhmJ1iFSX9NSLMFsFixk7+OY%22	https://www.internetodontologi.se/pedodonti/tandtrauma-concussion/	C:/My%20Web%20Sites/internetodontologi/www.internetodontologi.se/pedodonti/tandtrauma-concussion/index.html	(from https://www.internetodontologi.se/page/2/)
